Order_ID,Date,City,Vehicle_Type,Condition,Distance_km,Estimated_Time_min,Actual_Time_min,Delivery_Cost,Customer_Rating,Delay,Delivery_Status,Month,Weekday
ORD12841,05-11-2025,Delhi,Petrol Bike,Clear,4.3,27,32,43,5,5,Late,11,Wednesday
ORD12842,05-11-2025,Delhi,Ev Scooter,Rain,13.1,62,98,181,1,36,Late,11,Wednesday
ORD12843,05-11-2025,Delhi,Petrol Bike,Traffic,14.1,66,89,191,2,23,Late,11,Wednesday
ORD12844,03-10-2025,Mumbai,Ev Scooter,Rain,7.9,55,100,163,2,44,Late,10,Friday
ORD12845,03-10-2025,Delhi,Petrol Bike,Rain,9.4,47,71,144,2,24,Late,10,Friday
ORD12846,03-10-2025,Bangalore,Ev Scooter,Rain,12,58,99,170,2,41,Late,10,Friday
ORD12847,03-10-2025,Delhi,Petrol Bike,Traffic,7.3,39,34,73,4,-5,Early,10,Friday
ORD12848,04-01-2026,Mumbai,Petrol Bike,Rain,3.8,25,22,38,4,-3,Early,1,Sunday
ORD12849,04-01-2026,Delhi,Ev Scooter,Clear,5.7,32,38,57,5,6,Late,1,Sunday
ORD12850,04-01-2026,Bangalore,Petrol Bike,Rain,14.4,67,95,194,1,28,Late,1,Sunday
ORD12851,04-01-2026,Delhi,Petrol Bike,Traffic,8.1,42,68,131,2.836847947,26,Late,1,Sunday
ORD12852,14-09-2025,Bangalore,Petrol Bike,Clear,6.2,34,39,62,2.836847947,5,Late,9,Sunday
ORD12853,14-09-2025,Bangalore,Petrol Bike,Traffic,13.4,63,85,184,2.836847947,22,Late,9,Sunday
ORD12854,14-09-2025,Mumbai,Petrol Bike,Clear,14.7,68,84,197,1,16,Late,9,Sunday
ORD12855,14-09-2025,Bangalore,Ev Scooter,Rain,6.7,36,57,117,1,21,Late,9,Sunday
ORD12856,20-12-2025,Mumbai,Ev Scooter,Rain,13.7,64,105,187,2,41,Late,12,Saturday
ORD12857,20-12-2025,Mumbai,Ev Scooter,Rain,5,30,64,100,2,34,Late,12,Saturday
ORD12858,20-12-2025,Bangalore,Ev Scooter,Clear,8.6,44,68,136,2,24,Late,12,Saturday
ORD12859,21-12-2025,Bangalore,Ev Scooter,Traffic,5.3,31,26,53,4,-5,Early,12,Sunday
ORD12860,21-12-2025,Mumbai,Petrol Bike,Rain,7.2,38,43,72,5,5,Late,12,Sunday
ORD12861,21-12-2025,Bangalore,Petrol Bike,Traffic,8.4,43,60,134,2,17,Late,12,Sunday
ORD12862,21-12-2025,Bangalore,Ev Scooter,Clear,12.3,59,84,173,1,25,Late,12,Sunday
ORD12863,21-12-2025,Delhi,Bicycle,Clear,12.9,61,88,179,2,27,Late,12,Sunday
ORD12864,11-01-2026,Bangalore,Bicycle,Rain,12.8,61,80,178,1,19,Late,1,Sunday
ORD12865,06-10-2025,Bangalore,Ev Scooter,Traffic,3.9,25,35,39,4,10,Late,10,Monday
ORD12866,17-09-2025,Mumbai,Petrol Bike,Rain,10.9,53,78,159,2,25,Late,9,Wednesday
ORD12867,17-09-2025,Bangalore,Bicycle,Traffic,7.9,51,77,153,2,26,Late,9,Wednesday
ORD12868,17-09-2025,Delhi,Bicycle,Rain,13.8,65,95,188,2,30,Late,9,Wednesday
ORD12869,17-09-2025,Bangalore,Petrol Bike,Clear,6.1,34,32,61,4,-2,Early,9,Wednesday
ORD12870,16-10-2025,Bangalore,Ev Scooter,Clear,14.7,68,96,197,1,28,Late,10,Thursday
ORD12871,16-10-2025,Delhi,Bicycle,Clear,9,46,72,140,2,26,Late,10,Thursday
ORD12872,31-10-2025,Delhi,Bicycle,Rain,1.7,16,13,17,4,-3,Early,10,Friday
ORD12873,31-10-2025,Mumbai,Petrol Bike,Traffic,10.9,53,74,159,1,21,Late,10,Friday
ORD12874,31-10-2025,Bangalore,Petrol Bike,Clear,13.9,65,82,189,1,17,Late,10,Friday
ORD12875,31-10-2025,Bangalore,Petrol Bike,Rain,9.1,46,74,141,2,28,Late,10,Friday
ORD12876,28-02-2026,Mumbai,Bicycle,Traffic,2.3,19,17,23,2.836847947,-2,Early,2,Saturday
ORD12877,28-02-2026,Mumbai,Bicycle,Rain,2.7,20,16,27,4,-4,Early,2,Saturday
ORD12878,28-02-2026,Mumbai,Petrol Bike,Rain,5.7,32,33,57,5,1,Late,2,Saturday
ORD12879,12-09-2025,Bangalore,Bicycle,Rain,7.2,38,40,72,5,2,Late,9,Friday
ORD12880,12-09-2025,Bangalore,Petrol Bike,Clear,13.7,64,90,187,1,26,Late,9,Friday
ORD12881,26-11-2025,Mumbai,Ev Scooter,Clear,10.4,51,78,154,1,27,Late,11,Wednesday
ORD12882,29-09-2025,Bangalore,Bicycle,Traffic,8.7,44,60,137,2,16,Late,9,Monday
ORD12883,16-10-2025,Mumbai,Ev Scooter,Traffic,7.4,39,40,74,5,1,Late,10,Thursday
ORD12884,16-10-2025,Bangalore,Ev Scooter,Rain,4.8,29,58,98,1,29,Late,10,Thursday
ORD12885,16-10-2025,Mumbai,Bicycle,Rain,3.6,24,22,36,4,-2,Early,10,Thursday
ORD12886,16-10-2025,Mumbai,Petrol Bike,Rain,11.3,55,70,113,4,15,Late,10,Thursday
ORD12887,16-10-2025,Bangalore,Bicycle,Clear,11.9,57,75,169,2,18,Late,10,Thursday
ORD12888,03-11-2025,Mumbai,Ev Scooter,Rain,1.1,14,49,61,2,35,Late,11,Monday
ORD12889,14-09-2025,Delhi,Bicycle,Rain,2.7,20,23,27,4,3,Late,9,Sunday
ORD12890,28-12-2025,Delhi,Petrol Bike,Traffic,1.9,17,17,19,4,0,On-Time,12,Sunday
ORD12891,28-12-2025,Delhi,Bicycle,Traffic,2.3,19,25,23,5,6,Late,12,Sunday
ORD12892,28-12-2025,Mumbai,Bicycle,Rain,14.6,68,90,196,1,22,Late,12,Sunday
ORD12893,29-01-2026,Mumbai,Bicycle,Rain,4.5,28,25,45,5,-3,Early,1,Thursday
ORD12894,29-01-2026,Delhi,Petrol Bike,Rain,1.6,16,22,16,5,6,Late,1,Thursday
ORD12895,29-01-2026,Bangalore,Bicycle,Rain,7.9,66,92,190,2,26,Late,1,Thursday
ORD12896,29-01-2026,Delhi,Ev Scooter,Traffic,8.5,44,69,135,1,25,Late,1,Thursday
ORD12897,29-01-2026,Delhi,Ev Scooter,Traffic,7.9,58,75,170,1,17,Late,1,Thursday
ORD12898,29-01-2026,Delhi,Ev Scooter,Traffic,12.7,60,77,177,1,17,Late,1,Thursday
ORD12899,29-12-2025,Delhi,Ev Scooter,Rain,8,42,74,130,2,32,Late,12,Monday
ORD12900,29-12-2025,Mumbai,Petrol Bike,Traffic,12.9,61,77,179,2,16,Late,12,Monday
ORD12901,29-12-2025,Bangalore,Ev Scooter,Rain,7.9,38,78,120,2,40,Late,12,Monday
ORD12902,29-12-2025,Delhi,Petrol Bike,Rain,6.5,36,34,65,2.836847947,-2,Early,12,Monday
ORD12903,29-12-2025,Bangalore,Petrol Bike,Rain,7.9,62,91,180,1,29,Late,12,Monday
ORD12904,01-12-2025,Mumbai,Bicycle,Rain,13.3,63,91,183,1,28,Late,12,Monday
ORD12905,01-12-2025,Bangalore,Bicycle,Traffic,14.2,66,90,192,2,24,Late,12,Monday
ORD12906,01-12-2025,Bangalore,Bicycle,Rain,4,26,28,40,5,2,Late,12,Monday
ORD12907,01-12-2025,Delhi,Ev Scooter,Rain,1.9,17,49,69,1,32,Late,12,Monday
ORD12908,01-12-2025,Mumbai,Petrol Bike,Rain,4,26,28,40,4,2,Late,12,Monday
ORD12909,21-01-2026,Bangalore,Bicycle,Traffic,8.4,43,73,134,2,30,Late,1,Wednesday
ORD12910,14-09-2025,Delhi,Petrol Bike,Traffic,4.6,28,26,46,5,-2,Early,9,Sunday
ORD12911,21-10-2025,Bangalore,Ev Scooter,Traffic,4.2,26,26,42,2.836847947,0,On-Time,10,Tuesday
ORD12912,21-10-2025,Bangalore,Ev Scooter,Rain,10.6,52,97,156,1,44,Late,10,Tuesday
ORD12913,21-10-2025,Delhi,Petrol Bike,Clear,7.4,39,40,74,5,1,Late,10,Tuesday
ORD12914,21-10-2025,Mumbai,Bicycle,Clear,2,18,23,20,4,5,Late,10,Tuesday
ORD12915,21-10-2025,Mumbai,Ev Scooter,Rain,6.3,35,77,113,2,42,Late,10,Tuesday
ORD12916,04-02-2026,Bangalore,Bicycle,Clear,6.7,36,43,67,4,7,Late,2,Wednesday
ORD12917,23-11-2025,Mumbai,Petrol Bike,Rain,11.8,57,80,168,2.836847947,23,Late,11,Sunday
ORD12918,23-11-2025,Mumbai,Petrol Bike,Rain,7.9,48,74,147,1,26,Late,11,Sunday
ORD12919,23-11-2025,Mumbai,Bicycle,Traffic,9.6,48,66,146,1,18,Late,11,Sunday
ORD12920,22-11-2025,Bangalore,Bicycle,Clear,2.4,19,24,24,4,5,Late,11,Saturday
ORD12921,22-11-2025,Delhi,Petrol Bike,Rain,12.8,61,81,178,2,20,Late,11,Saturday
ORD12922,12-10-2025,Bangalore,Ev Scooter,Rain,5.8,33,61,108,1,28,Late,10,Sunday
ORD12923,12-11-2025,Delhi,Ev Scooter,Traffic,4.4,27,31,44,4,4,Late,11,Wednesday
ORD12924,12-11-2025,Bangalore,Petrol Bike,Clear,11.1,54,70,161,1,16,Late,11,Wednesday
ORD12925,20-09-2025,Mumbai,Petrol Bike,Clear,7.9,36,41,65,4,5,Late,9,Saturday
ORD12926,14-10-2025,Delhi,Ev Scooter,Traffic,5.7,32,29,57,5,-3,Early,10,Tuesday
ORD12927,14-10-2025,Bangalore,Petrol Bike,Clear,3.7,24,25,37,4,1,Late,10,Tuesday
ORD12928,14-10-2025,Bangalore,Petrol Bike,Traffic,10.8,53,78,158,1,25,Late,10,Tuesday
ORD12929,19-01-2026,Bangalore,Bicycle,Rain,3.5,24,28,35,4,4,Late,1,Monday
ORD12930,12-11-2025,Mumbai,Bicycle,Rain,8.1,42,66,131,1,24,Late,11,Wednesday
ORD12931,12-11-2025,Mumbai,Bicycle,Rain,9.1,46,70,141,2.836847947,24,Late,11,Wednesday
ORD12932,12-11-2025,Bangalore,Ev Scooter,Traffic,5.2,30,26,52,5,-4,Early,11,Wednesday
ORD12933,12-11-2025,Mumbai,Petrol Bike,Traffic,6.1,34,38,61,4,4,Late,11,Wednesday
ORD12934,01-02-2026,Delhi,Petrol Bike,Traffic,13.4,63,88,184,2,25,Late,2,Sunday
ORD12935,01-02-2026,Bangalore,Ev Scooter,Rain,11.1,54,91,161,1,37,Late,2,Sunday
ORD12936,06-10-2025,Bangalore,Petrol Bike,Rain,13.4,63,85,184,1,22,Late,10,Monday
ORD12937,06-10-2025,Mumbai,Petrol Bike,Clear,9.8,49,63,148,1,14,Late,10,Monday
ORD12938,04-11-2025,Mumbai,Petrol Bike,Traffic,12.2,58,87,172,1,29,Late,11,Tuesday
ORD12939,04-11-2025,Delhi,Bicycle,Traffic,10,50,78,150,2.836847947,28,Late,11,Tuesday
ORD12940,04-11-2025,Bangalore,Ev Scooter,Clear,7.3,39,44,73,2.836847947,5,Late,11,Tuesday
ORD12941,26-02-2026,Delhi,Petrol Bike,Clear,1.3,15,25,13,5,10,Late,2,Thursday
ORD12942,10-11-2025,Bangalore,Petrol Bike,Clear,7.1,38,39,71,5,1,Late,11,Monday
ORD12943,10-11-2025,Mumbai,Bicycle,Rain,10.8,53,75,158,1,22,Late,11,Monday
ORD12944,10-11-2025,Delhi,Ev Scooter,Rain,11.9,57,91,169,1,34,Late,11,Monday
ORD12945,11-09-2025,Delhi,Ev Scooter,Rain,13.7,64,98,187,2,34,Late,9,Thursday
ORD12946,11-09-2025,Delhi,Bicycle,Rain,10.4,51,72,154,2,21,Late,9,Thursday
ORD12947,11-09-2025,Delhi,Ev Scooter,Traffic,7.7,40,35,77,5,-5,Early,9,Thursday
ORD12948,11-09-2025,Mumbai,Ev Scooter,Rain,7.4,39,75,124,1,36,Late,9,Thursday
ORD12949,11-09-2025,Mumbai,Petrol Bike,Clear,9.6,48,71,146,2,23,Late,9,Thursday
ORD12950,11-09-2025,Bangalore,Ev Scooter,Rain,12.4,59,85,174,1,26,Late,9,Thursday
ORD12951,15-12-2025,Delhi,Petrol Bike,Clear,13.9,65,83,189,2,18,Late,12,Monday
ORD12952,19-12-2025,Delhi,Petrol Bike,Clear,14.2,66,91,192,2,25,Late,12,Friday
ORD12953,07-10-2025,Bangalore,Ev Scooter,Traffic,13.1,62,92,181,2,30,Late,10,Tuesday
ORD12954,01-03-2026,Delhi,Bicycle,Rain,4,26,24,40,4,-2,Early,3,Sunday
ORD12955,01-03-2026,Mumbai,Ev Scooter,Rain,14.2,66,95,192,2,29,Late,3,Sunday
ORD12956,01-10-2025,Bangalore,Petrol Bike,Rain,14.3,67,95,193,2.836847947,28,Late,10,Wednesday
ORD12957,23-10-2025,Bangalore,Ev Scooter,Traffic,3.3,23,25,33,5,2,Late,10,Thursday
ORD12958,23-10-2025,Bangalore,Ev Scooter,Rain,12.4,59,96,174,1,37,Late,10,Thursday
ORD12959,23-10-2025,Delhi,Ev Scooter,Clear,2.8,21,20,28,4,-1,Early,10,Thursday
ORD12960,23-10-2025,Mumbai,Ev Scooter,Traffic,9.9,49,79,149,1,30,Late,10,Thursday
ORD12961,23-10-2025,Mumbai,Ev Scooter,Rain,10.3,51,71,153,2,20,Late,10,Thursday
ORD12962,23-10-2025,Bangalore,Ev Scooter,Traffic,7.9,34,30,61,2.836847947,-4,Early,10,Thursday
ORD12963,14-11-2025,Bangalore,Ev Scooter,Rain,6.1,34,77,111,1,43,Late,11,Friday
ORD12964,14-11-2025,Bangalore,Bicycle,Rain,9.4,47,73,144,2,26,Late,11,Friday
ORD12965,14-11-2025,Bangalore,Bicycle,Traffic,11,54,83,160,2,29,Late,11,Friday
ORD12966,14-11-2025,Mumbai,Bicycle,Clear,2.8,21,22,28,4,1,Late,11,Friday
ORD12967,12-10-2025,Mumbai,Petrol Bike,Rain,1.5,16,22,15,5,6,Late,10,Sunday
ORD12968,12-10-2025,Bangalore,Bicycle,Traffic,12.6,60,82,176,1,22,Late,10,Sunday
ORD12969,12-10-2025,Bangalore,Bicycle,Clear,4.5,28,26,45,5,-2,Early,10,Sunday
ORD12970,24-01-2026,Mumbai,Bicycle,Rain,4.3,27,34,43,5,7,Late,1,Saturday
ORD12971,24-01-2026,Mumbai,Ev Scooter,Rain,7.9,28,61,95,2,33,Late,1,Saturday
ORD12972,24-01-2026,Delhi,Ev Scooter,Rain,3.8,25,62,88,2,37,Late,1,Saturday
ORD12973,24-01-2026,Delhi,Petrol Bike,Rain,5,30,26,50,5,-4,Early,1,Saturday
ORD12974,24-01-2026,Mumbai,Bicycle,Rain,10,50,69,150,1,19,Late,1,Saturday
ORD12975,24-01-2026,Bangalore,Petrol Bike,Clear,11.8,57,81,168,1,24,Late,1,Saturday
ORD12976,24-01-2026,Bangalore,Bicycle,Traffic,8.5,44,59,85,4,15,Late,1,Saturday
ORD12977,24-01-2026,Mumbai,Ev Scooter,Traffic,4.6,28,31,46,5,3,Late,1,Saturday
ORD12978,06-01-2026,Bangalore,Bicycle,Traffic,7.9,40,38,76,5,-2,Early,1,Tuesday
ORD12979,02-11-2025,Mumbai,Ev Scooter,Rain,10.2,50,77,152,1,27,Late,11,Sunday
ORD12980,02-11-2025,Mumbai,Bicycle,Traffic,10.2,50,73,152,1,23,Late,11,Sunday
ORD12981,15-09-2025,Bangalore,Bicycle,Clear,12.2,58,87,172,1,29,Late,9,Monday
ORD12982,12-10-2025,Bangalore,Petrol Bike,Clear,2.5,20,21,25,5,1,Late,10,Sunday
ORD12983,12-10-2025,Delhi,Petrol Bike,Rain,2.4,19,17,24,4,-2,Early,10,Sunday
ORD12984,06-09-2025,Bangalore,Petrol Bike,Rain,3.8,25,24,38,5,-1,Early,9,Saturday
ORD12985,06-09-2025,Mumbai,Ev Scooter,Rain,2.3,19,59,73,1,40,Late,9,Saturday
ORD12986,11-02-2026,Mumbai,Ev Scooter,Rain,1.4,15,35,64,2,20,Late,2,Wednesday
ORD12987,11-02-2026,Bangalore,Ev Scooter,Clear,14.7,68,92,197,2,24,Late,2,Wednesday
ORD12988,11-02-2026,Bangalore,Ev Scooter,Rain,10.4,51,81,154,2,30,Late,2,Wednesday
ORD12989,11-02-2026,Mumbai,Bicycle,Rain,4.8,29,28,48,5,-1,Early,2,Wednesday
ORD12990,11-02-2026,Delhi,Petrol Bike,Rain,6.6,36,35,66,4,-1,Early,2,Wednesday
ORD12991,11-02-2026,Delhi,Bicycle,Rain,14.5,68,88,195,2,20,Late,2,Wednesday
ORD12992,11-02-2026,Delhi,Ev Scooter,Rain,13.3,63,88,183,1,25,Late,2,Wednesday
ORD12993,11-02-2026,Delhi,Bicycle,Clear,9.2,46,75,142,2,29,Late,2,Wednesday
ORD12994,11-02-2026,Mumbai,Petrol Bike,Traffic,7.8,41,45,78,5,4,Late,2,Wednesday
ORD12995,11-02-2026,Bangalore,Ev Scooter,Clear,7.1,38,45,71,4,7,Late,2,Wednesday
ORD12996,11-02-2026,Delhi,Petrol Bike,Rain,12.3,59,80,173,2,21,Late,2,Wednesday
ORD12997,11-02-2026,Bangalore,Bicycle,Clear,3,22,17,30,5,-5,Early,2,Wednesday
ORD12998,11-02-2026,Mumbai,Petrol Bike,Clear,2.3,19,27,23,4,8,Late,2,Wednesday
ORD12999,11-02-2026,Mumbai,Bicycle,Rain,6.6,36,35,66,4,-1,Early,2,Wednesday
ORD13000,11-02-2026,Delhi,Ev Scooter,Rain,2.8,21,42,78,2,21,Late,2,Wednesday
ORD13001,11-02-2026,Bangalore,Petrol Bike,Rain,7.4,39,45,74,2.836847947,6,Late,2,Wednesday
ORD13002,11-02-2026,Mumbai,Petrol Bike,Rain,5.7,32,36,57,5,4,Late,2,Wednesday
ORD13003,11-02-2026,Bangalore,Ev Scooter,Traffic,11.2,54,72,162,1,18,Late,2,Wednesday
ORD13004,29-10-2025,Bangalore,Bicycle,Rain,13.6,64,84,186,2,20,Late,10,Wednesday
ORD13005,29-10-2025,Mumbai,Petrol Bike,Rain,10.9,53,76,159,2,23,Late,10,Wednesday
ORD13006,21-09-2025,Mumbai,Ev Scooter,Clear,14.4,67,82,144,4,15,Late,9,Sunday
ORD13007,21-09-2025,Delhi,Petrol Bike,Rain,9.2,46,66,142,1,20,Late,9,Sunday
ORD13008,21-09-2025,Delhi,Petrol Bike,Rain,3.9,25,26,39,4,1,Late,9,Sunday
ORD13009,26-12-2025,Delhi,Ev Scooter,Traffic,8.3,43,64,133,2.836847947,21,Late,12,Friday
ORD13010,01-10-2025,Bangalore,Petrol Bike,Clear,7.9,41,41,79,5,0,On-Time,10,Wednesday
ORD13011,01-10-2025,Mumbai,Bicycle,Traffic,14.6,68,93,196,2,25,Late,10,Wednesday
ORD13012,01-10-2025,Bangalore,Ev Scooter,Clear,8.8,45,66,138,1,21,Late,10,Wednesday
ORD13013,02-12-2025,Mumbai,Ev Scooter,Rain,7.5,40,67,125,2,27,Late,12,Tuesday
ORD13014,02-12-2025,Delhi,Petrol Bike,Rain,1.7,16,16,17,5,0,On-Time,12,Tuesday
ORD13015,26-02-2026,Bangalore,Petrol Bike,Clear,1,14,10,10,2.836847947,-4,Early,2,Thursday
ORD13016,26-02-2026,Delhi,Petrol Bike,Rain,3.5,24,29,35,4,5,Late,2,Thursday
ORD13017,26-02-2026,Delhi,Bicycle,Traffic,14.2,66,84,192,1,18,Late,2,Thursday
ORD13018,26-02-2026,Bangalore,Petrol Bike,Clear,13.4,63,87,184,1,24,Late,2,Thursday
ORD13019,11-11-2025,Bangalore,Ev Scooter,Clear,7.2,38,46,72,5,8,Late,11,Tuesday
ORD13020,11-11-2025,Bangalore,Bicycle,Rain,9.1,46,64,141,2,18,Late,11,Tuesday
ORD13021,11-11-2025,Delhi,Petrol Bike,Rain,7.2,38,46,72,4,8,Late,11,Tuesday
ORD13022,11-11-2025,Bangalore,Bicycle,Rain,11.7,56,81,167,2,25,Late,11,Tuesday
ORD13023,11-11-2025,Bangalore,Bicycle,Rain,14,66,87,190,1,21,Late,11,Tuesday
ORD13024,11-11-2025,Bangalore,Petrol Bike,Traffic,8.9,45,71,139,1,26,Late,11,Tuesday
ORD13025,11-11-2025,Mumbai,Petrol Bike,Rain,14.7,68,92,197,1,24,Late,11,Tuesday
ORD13026,11-11-2025,Bangalore,Petrol Bike,Traffic,1.7,16,16,17,4,0,On-Time,11,Tuesday
ORD13027,11-11-2025,Mumbai,Ev Scooter,Rain,14.8,69,103,198,1,34,Late,11,Tuesday
ORD13028,29-01-2026,Bangalore,Ev Scooter,Traffic,6.2,34,34,62,4,0,On-Time,1,Thursday
ORD13029,29-01-2026,Delhi,Ev Scooter,Traffic,14.3,67,92,193,2,25,Late,1,Thursday
ORD13030,29-01-2026,Bangalore,Ev Scooter,Clear,1.4,15,20,14,5,5,Late,1,Thursday
ORD13031,30-10-2025,Bangalore,Ev Scooter,Rain,11.9,57,63,169,1,6,Late,10,Thursday
ORD13032,30-10-2025,Bangalore,Petrol Bike,Clear,10.8,53,74,158,2.836847947,21,Late,10,Thursday
ORD13033,30-10-2025,Mumbai,Petrol Bike,Rain,2.8,21,26,28,5,5,Late,10,Thursday
ORD13034,30-10-2025,Delhi,Petrol Bike,Clear,11.3,55,71,163,2,16,Late,10,Thursday
ORD13035,30-10-2025,Bangalore,Petrol Bike,Clear,14.9,69,92,199,2,23,Late,10,Thursday
ORD13036,12-11-2025,Mumbai,Petrol Bike,Clear,10.2,50,77,152,2,27,Late,11,Wednesday
ORD13037,12-11-2025,Delhi,Petrol Bike,Rain,12.7,60,85,177,2,25,Late,11,Wednesday
ORD13038,12-11-2025,Delhi,Petrol Bike,Rain,1.9,17,17,19,4,0,On-Time,11,Wednesday
ORD13039,12-11-2025,Mumbai,Ev Scooter,Traffic,3.9,25,28,39,4,3,Late,11,Wednesday
ORD13040,12-11-2025,Delhi,Bicycle,Rain,2.7,20,63,77,1,43,Late,11,Wednesday
ORD13041,12-11-2025,Bangalore,Bicycle,Rain,14.3,67,90,193,2,23,Late,11,Wednesday
ORD13042,12-11-2025,Delhi,Petrol Bike,Clear,11.3,55,84,163,1,29,Late,11,Wednesday
ORD13043,12-11-2025,Mumbai,Ev Scooter,Clear,6.6,36,40,66,5,4,Late,11,Wednesday
ORD13044,12-11-2025,Mumbai,Petrol Bike,Traffic,11.1,54,81,161,2.836847947,27,Late,11,Wednesday
ORD13045,12-11-2025,Delhi,Petrol Bike,Rain,9.2,46,70,142,2.836847947,24,Late,11,Wednesday
ORD13046,12-11-2025,Mumbai,Bicycle,Traffic,8.4,43,73,134,2,30,Late,11,Wednesday
ORD13047,12-11-2025,Delhi,Bicycle,Rain,10.7,52,80,157,2,28,Late,11,Wednesday
ORD13048,12-11-2025,Delhi,Petrol Bike,Clear,7.9,17,27,19,5,10,Late,11,Wednesday
ORD13049,12-11-2025,Bangalore,Petrol Bike,Rain,7.9,17,14,18,4,-3,Early,11,Wednesday
ORD13050,21-09-2025,Bangalore,Bicycle,Rain,10.4,51,78,154,2,27,Late,9,Sunday
ORD13051,05-12-2025,Bangalore,Petrol Bike,Rain,9,46,64,140,2,18,Late,12,Friday
ORD13052,05-12-2025,Mumbai,Ev Scooter,Rain,2,18,52,70,1,34,Late,12,Friday
ORD13053,05-12-2025,Bangalore,Petrol Bike,Traffic,14.4,67,95,194,1,28,Late,12,Friday
ORD13054,05-12-2025,Delhi,Bicycle,Traffic,10.3,51,68,153,1,17,Late,12,Friday
ORD13055,05-12-2025,Mumbai,Bicycle,Clear,11.8,57,85,168,2,28,Late,12,Friday
ORD13056,05-12-2025,Mumbai,Bicycle,Rain,2.9,21,27,29,5,6,Late,12,Friday
ORD13057,05-12-2025,Bangalore,Ev Scooter,Clear,2.8,21,31,28,4,10,Late,12,Friday
ORD13058,05-12-2025,Delhi,Bicycle,Rain,12.7,60,81,177,1,21,Late,12,Friday
ORD13059,05-12-2025,Mumbai,Ev Scooter,Rain,13.6,64,107,186,2,43,Late,12,Friday
ORD13060,05-12-2025,Bangalore,Ev Scooter,Clear,6.5,36,44,65,4,8,Late,12,Friday
ORD13061,30-11-2025,Bangalore,Petrol Bike,Rain,7.9,54,81,162,1,27,Late,11,Sunday
ORD13062,30-11-2025,Bangalore,Petrol Bike,Rain,1.9,17,20,19,5,3,Late,11,Sunday
ORD13063,28-11-2025,Bangalore,Petrol Bike,Clear,11.6,56,77,166,1,21,Late,11,Friday
ORD13064,28-11-2025,Mumbai,Bicycle,Traffic,1.3,15,18,13,2.836847947,3,Late,11,Friday
ORD13065,28-11-2025,Bangalore,Bicycle,Rain,4.3,27,32,43,4,5,Late,11,Friday
ORD13066,28-11-2025,Mumbai,Petrol Bike,Rain,5.8,33,42,58,5,9,Late,11,Friday
ORD13067,28-11-2025,Mumbai,Ev Scooter,Rain,7.6,40,63,126,2,23,Late,11,Friday
ORD13068,28-11-2025,Delhi,Bicycle,Rain,9.5,48,68,145,1,20,Late,11,Friday
ORD13069,12-02-2026,Bangalore,Ev Scooter,Rain,9,46,79,140,2,33,Late,2,Thursday
ORD13070,12-02-2026,Bangalore,Bicycle,Clear,12.6,60,76,176,1,16,Late,2,Thursday
ORD13071,01-02-2026,Delhi,Petrol Bike,Rain,7.5,40,37,75,4,-3,Early,2,Sunday
ORD13072,20-02-2026,Bangalore,Ev Scooter,Traffic,13,62,87,180,2,25,Late,2,Friday
ORD13073,20-02-2026,Mumbai,Petrol Bike,Rain,4.5,28,28,45,5,0,On-Time,2,Friday
ORD13074,20-02-2026,Delhi,Ev Scooter,Clear,7.5,40,39,75,5,-1,Early,2,Friday
ORD13075,21-11-2025,Mumbai,Ev Scooter,Traffic,13.9,65,90,189,1,25,Late,11,Friday
ORD13076,26-10-2025,Bangalore,Bicycle,Clear,13.6,64,92,186,2,28,Late,10,Sunday
ORD13077,26-10-2025,Mumbai,Petrol Bike,Rain,6.6,36,44,66,5,8,Late,10,Sunday
ORD13078,01-11-2025,Delhi,Petrol Bike,Rain,4.1,26,30,41,5,4,Late,11,Saturday
ORD13079,01-11-2025,Delhi,Petrol Bike,Rain,5.7,32,41,57,4,9,Late,11,Saturday
ORD13080,01-11-2025,Delhi,Petrol Bike,Traffic,9,46,73,140,2,27,Late,11,Saturday
ORD13081,15-12-2025,Delhi,Bicycle,Rain,10.9,53,82,159,2,29,Late,12,Monday
ORD13082,11-02-2026,Bangalore,Bicycle,Rain,3.6,24,23,36,5,-1,Early,2,Wednesday
ORD13083,11-02-2026,Delhi,Ev Scooter,Traffic,10,50,72,150,2.836847947,22,Late,2,Wednesday
ORD13084,11-02-2026,Bangalore,Ev Scooter,Traffic,1.6,16,13,16,4,-3,Early,2,Wednesday
ORD13085,11-02-2026,Bangalore,Petrol Bike,Rain,5.4,31,32,54,2.836847947,1,Late,2,Wednesday
ORD13086,11-02-2026,Bangalore,Bicycle,Traffic,13.6,64,87,186,2,23,Late,2,Wednesday
ORD13087,11-02-2026,Bangalore,Bicycle,Rain,11.5,56,83,165,1,27,Late,2,Wednesday
ORD13088,11-02-2026,Mumbai,Petrol Bike,Traffic,6.3,35,39,63,4,4,Late,2,Wednesday
ORD13089,19-11-2025,Mumbai,Bicycle,Rain,13.3,63,89,183,2,26,Late,11,Wednesday
ORD13090,19-11-2025,Mumbai,Petrol Bike,Rain,6.3,35,34,63,4,-1,Early,11,Wednesday
ORD13091,19-11-2025,Delhi,Petrol Bike,Traffic,13.9,65,85,189,2,20,Late,11,Wednesday
ORD13092,19-11-2025,Bangalore,Bicycle,Rain,13.3,63,91,183,2,28,Late,11,Wednesday
ORD13093,19-11-2025,Mumbai,Ev Scooter,Clear,14.7,68,95,197,2,27,Late,11,Wednesday
